charge_code,severity,class,short_desc,mshp_code,ncic_code,statute,long_desc,osca_type,sevclass_value,ncic_category,legacy,OLD_category,OLD_ncic,dv
36625,M,A,AMUS RD-RECDS-FL TO RETN,MISHLT,55,316212,"FAIL TO RETAIN ON PREMISES OR WITH TRAVELING AMUSEMENT RIDE, ALL MAINTENANCE, INSPECTION AND ACCIDENT RECORDS FOR EACH AMUSEMENT RIDE",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36630,M,A,OPR AMUS RIDE-DISOB REGS,MISHLT,55,316218,"KNOWINGLY OPERATE, CAUSE TO OPERATE, DIRECT SOMEONE TO OPERATE AMUSEMENT RIDE NOT IN COMPLIANCE WITH REGULATIONS",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36635,M,A,VIOL RULE SAFE AMUS RIDE,MISHLT,55,316230,VIOLATING THE RULES AFFILIATED WITH THE SAFETY OF RIDING AN AMUSEMENT RIDE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36640,M,A,FL MAINT/REG INSUR PVT SWMIG POOL,MISHLT,55,316250,FAILURE TO MAINTAIN OR REGISTER ADEQUATE INSURANCE OF A FOR-PROFIT PRIVATE SWIMMING POOL OR FACILITY,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36205,F,D,PROMO/DO COMBAT FIGHTING,FELHLT,55,317018,PROMOTING OR PARTICIPATING IN COMBATIVE FIGHTING,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36045,M,B,FAIL NOTIFY OPERATOR,MISHLT,55,319050,FAILURE TO NOTIFY AN OPERATOR OF AN UNDERGROUND FACILITY WHEN EXCAVATING,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36046,M,B,PERFRM ACT W/IN 10FT OVHD PWR LINE,MISHLT,55,319080,PERFORM OR REQUIRE ANOTHER TO PERFORM ACTIVITIES WITHIN 10 FEET OF HIGH VOLTAGE OVERHEAD LINES,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36053,M,A,LD/FIRE EXP W/O LIC/SUPV-SUB OFNS,MISHLT,55,319306,LOAD/FIRE EXPLOSIVES OR DIRECT/ORDER/CAUSE INDIVIDUAL TO LOAD/FIRE EXPLOSIVES WITHOUT VALID BLASTER'S LICENSE OR WITHOUT SUPERVISION OF INDIVIDUAL WITH BLASTER'S LICENSE - 2ND OR SUBSEQUENT OFFENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36054,M,B,LD/FIRE EXP W/O LIC/SUPV-1 OFNS,MISHLT,55,319306,LOAD/FIRE EXPLOSIVES OR DIRECT/ORDER/CAUSE INDIVIDUAL TO LOAD/FIRE EXPLOSIVES WITHOUT VALID BLASTER'S LICENSE OR WITHOUT SUPERVISION OF INDIVIDUAL WITH BLASTER'S LICENSE - 1ST OFFENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
37200,F,D,CONFIDENTIAL TAX RETURNS,FELTAX,61,32057,BREACH OF CONFIDENTIALITY REGARDING TAXES,F,4,TAX REVENUE,TRUE,Taxation,61,
19195,F,D,IMPROP LABEL FIRE EQUIP,FELFRD,26,320089,IMPROPER LABEL - FIRE PROTECTION EQUIPMENT,F,4,FRAUD,TRUE,Fraud,26,
17085,F,D,IMP LABEL-FIRE EQUIPMENT,FELFRD,20,320089,IMPROPER LABEL-FIRE PROTECTION EQUIPMENT,,4,ARSON,TRUE,Arson,20,
36073,M,A,MANUF/SALE/SHIP FIRWRK W/O PERMIT,MISHLT,55,320111,"MANUFACTURE, SALE OR SHIPPING FIREWORKS WITHOUT PERMIT",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36072,M,B,VIO FIREWORKS PERMIT,MISHLT,55,320111,MANUF/SELL/OFFER FOR SALE/SHIP/CAUSE TO BE SHIP INTO MO FIREWKS W/O PERMIT,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36070,M,U,POSSESS ILLEGAL FIREWKS,MISHLT,55,320120,SOLD/OFFERED FOR SALE/STORED/DISPLAYED/POSSESSED UNAPPROVED/UNLABELED FIREWORKS,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36075,M,A,VIOL CITY/CO FIREWORKS LAW,MISHLT,55,320121,SALE OR SHIPMENT OF FIREWORKS INTO CITY OR COUNTY WHICH PROHIBITS SALE/POSSESSION OF FIREWORKS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36074,M,B,VIO CITY/CO FIREWORK LAW,MISHLT,55,320121,MANUF/WHOLESALER/ETC SELL/SHIP FIREWKS TO CONSUMERS W/I CITY PROH SALE FIREWKS,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36083,M,A,DISPLAY/PROXIMATE FRWRK W/O PERM,MISHLT,55,320126,"POSSESS, TRANSPORT, USE OR SALE OF DISPLAY OR PROXIMATE FIREWORKS WITHOUT PERMIT",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36082,M,B,TRANSPRT FIREWRK W/O LIC,MISHLT,55,320126,POSS/TRANSPORT SPEC FIREWKS INTO STATE FOR RESALE/SPEC FIREWKS DISPLAY W/O LIC,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36080,M,U,STORED FIREWORKS IMPROP,MISHLT,55,320130,WHOLESALER STORED FIREWORKS IMPROPERLY,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36085,M,A,POSS OTHER THAN CLASS C FIREWORK,MISHLT,55,320131,"POSSESS/SALE/USE IN MISSOURI OR SHIP TO MISSOURI, OTHER THAN CLASS C FIREWORKS",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36084,M,B,POSS/SELL CLASS C FIREWK,MISHLT,55,320131,POSS/SELL/SHIP/USE WITHIN STATE FIREWKS CLASS AS PYROTECHNICS (CLASS C) FIREWKS,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36087,F,C,ILLEGAL EXPLOSIVE -CONSUMER USE,FELHLT,55,320136,"POSSESS, SALE, TRANSPORT, SHIP OR USE ILLEGAL EXPLOSIVE FOR CONSUMER USE",F,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36088,M,A,IMPROP HANDLING FIREWORK,MISHLT,55,320136,IMPROPER SELLING STORAGE OR DISPLAY OF FIREWORKS BY RETAILER,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36086,M,A,VIO CLASS C FIREWORKS,MISHLT,55,320136,SHIP MANUFACTURE POSSESS SELL FIREWORKS EXCEEDING LIMITS SET FOR CLASS C FIREWKS,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36090,M,U,DISPLAYED FIREWKS IMPROP,MISHLT,55,320140,SOLD/KEPT FOR SALE FIREWORKS WHERE FLAMMABLE SUBSTANCE KEPT IN UNBROKEN CONTAINE,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36103,M,A,SOLD FIRWORK OUTSID SELLG PERIOD,MISHLT,55,320141,SOLD FIREWORKS OUTSIDE LEGAL SELLING PERIOD,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36101,M,U,SELL FIREWORKS ILLEGALLY,MISHLT,55,320141,SOLD FIREWORKS OUTSIDE LEGAL SELLING PERIOD,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36113,M,A,FAIL COMPLY W/FIREWORKS LAW,MISHLT,55,320146,"FAIL TO COMPLY WITH RESTRICTIONS ON MANUFACTURE, DISPLAY, STORAGE OR SALE OF FIREWORKS",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36111,M,B,FAIL COMPLY FIREWORK LAW,MISHLT,55,320146,FAILURE TO COMPLY WITH RESTRICTIONS ON DISPLAY AND STORAGE OF FIREWORKS,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36100,M,U,UNAUTH RETAIL FIREWORKS,MISHLT,55,320150,OFFERED FIREWORKS FOR SALE RETAIL ON UNAUTHORIZED DATE,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36105,M,A,SALE FIRWRK/CHILD U/14 W/O PAREN,MISHLT,55,320151,SALE/ATTEMPT SALE OF FIREWORKS TO CHILDREN UNDER 14 YEARS OF AGE WITHOUT PARENT OR GUARDIAN PRESENT,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36107,M,A,U/16 SELL FIRWRKS W/O ADULT SUPR,MISHLT,55,320151,ALLOWED PERSON UNDER 16 YEARS OF AGE TO SELL FIREWORKS WITHOUT ADULT SUPERVISION,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36109,M,A,EXPLOD FRWRKS NEAR CERTAIN BUILD,MISHLT,55,320151,EXPLODE/IGNITE CONSUMER FIREWORKS NEAR CERTAIN BUILDINGS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36116,M,A,THROW FIRWRKS FROM/INTO MTR VEH,MISHLT,55,320151,IGNITE/DISCHARGE/THROW FIREWORKS FROM OR INTO ANY MOTORIZED VEHICLE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59065,M,A,THROW FIRWRK FROM/INTO WATERCRAF,MISHLT,55,320151,IGNITE/DISCHARGE/THROW FIREWORKS FROM/INTO ANY WATERCRAFT,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59070,M,A,THROW FRWRKS 300FT-GAS/FRWRK BLD,MISHLT,55,320151,IGNITE/DISCHARGE/THROW CONSUMER FIREWORKS WITHIN 300 FEET OF ANY PERMANENT STORAGE OF IGNITEABLE LIQUID/GASES/FIREWORKS BUILDING,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59075,M,A,SELL EXPLOS/PYRO FRWRKS W/O PERM,MISHLT,55,320151,DISPLAY/SELL/OFFER FOR SALE EXPLOSIVE OR PYROTECHNIC FIREWORKS WITHOUT PROPER PERMITS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59080,M,A,STORE PROXIMATE W/CONSUMER FRWRK,MISHLT,55,320151,STORE PROXIMATE FIREWORKS WITH CONSUMER FIREWORKS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59085,M,A,VIOL LAW-STORAGE/TRANSPRT FRWORK,MISHLT,55,320151,VIOLATE FEDERAL/STATE LAW REGARDING STORAGE/TRANSPORTATION OF FIREWORKS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36108,M,B,IMPROPER IGNITE FIREWRKS,MISHLT,55,320151,IGNITE/DISCHARGE FIREWKS WITHIN/INTO MOTOR VEH OR NEAR PERSON/GROUP OF PEOPLE,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36106,M,B,ILLEGAL EXPLODE/IGNITE,MISHLT,55,320151,"EXPLOD/IGNITE FIREWKS 600 FT OF CHURCH/HOSP/ASYL, 100 FT OF FIREWKS STORED/SOLD",,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36104,M,B,UNDER AGE SELL FIREWORKS,MISHLT,55,320151,PERSON UNDER 16 SELL FIREWKS/WORK IN FAC WHERE FIREWKS SOLD W/O SUPERVIS OF ADULT,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36102,M,B,UNLAWFUL/SALE/USE FIREWORK,MISHLT,55,320151,SALE OF FIREWORKS TO CHILDREN/EXPLODING FIREWKS NEAR BLDG/FROM OR AT MTR VEH,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36110,M,U,FIREWORKS NEAR GAS PUMP,MISHLT,55,320160,STORED/KEPT/SOLD/DISCHARGED FIREWORKS WITHIN 50 FT OF GAS STATION/PUMP,,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36115,M,A,POSS/SELL GROUND SALUTES,MISHLT,55,320161,POSS/SALE OF SPECIAL CLASS B COMMERCIAL TYPE GROUND SALUTES,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36112,M,B,VIO FIREWORKS PERMIT,MISHLT,55,320161,UNLAW TO POSS/SELL/OFFER FOR SALE/SHIP/CAUSE FIREWKS THAN PERMITTED,,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36490,M,A,VIO PROV VOL FIRE SERV,MISHLT,55,320305,FAILURE TO COMPLY WITH PROVISIONS FOR CLAIMS INVOLVING SERVICES PROVIDED BY VOLUNTEER FIRE DEPARTMENT,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36800,M,A,VIO ORD FIRE PROT DIST,MISHLT,55,321220,VIOLATION OF FIRE PROTECTION OR PREVENTION ORDINANCE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36795,M,B,VIO FIRE PROT ORD-1ST CL COUNTIES,MISHLT,55,321600,VIOLATE FIRE PROTECTION ORDINANCE-1ST CLASS COUNTIES,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36232,M,A,VIO RAB/ZOONOTIC DISEASE,MISHLT,55,322140,VIOLATE ANY PROVISION OF SECTION 322.140 REGARDING RABIES/ZOONOTIC DISEASE/DEPARTMENT OF HEALTH AND SENIOR SERVICES ORDER,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36995,M,A,VIOL SEC REGARD LIQ GAS,MISHLT,55,323110,VIOLATION OF SECTIONS 323.010 - 323.210 REGULATIONS REGARDING LIQUID GAS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36355,M,B,KNOW VIO OCCUP THRPY ACT,MISHLT,55,324089,"KNOWINGLY VIOLATE, PARTICIPATE IN OR ACCESSORY TO VIOLATE ANY PROVISIONS REGARDING ""OCCUPATIONAL THERAPY PRACTICE ACT""",M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
19325,F,D,FALSIFY INFO REQ TO LIC PVT INVGTR,FELFRD,26,3241142,KNOWINGLY FALSIFY FINGERPRINTS/PHOTOGRAPHS/OTHER INFORMATION REQUIRED TO LICENSE PRIVATE INVESTIGATOR,F,4,FRAUD,TRUE,Fraud,26,
54827,F,D,VIOL RULS/REG PVT INVGTR-SUB OFNS,FELPUB,73,3241142,"VIOLATION OF LICENSING RULES/REGULATIONS FOR PRIVATE INVESTIGATORS AND AGENCIES (SECTIONS 324.1100 TO 324.1148, EXCEPT 324.1142) - 2ND OR SUBSEQUENT OFFENSE",F,4,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54828,M,A,VIOL RULES/REG PVT INVGTR-1ST OFNS,MISPUB,73,3241142,"VIOLATION OF LICENSING RULES/REGULATIONS FOR PRIVATE INVESTIGATORS AND AGENCIES (SECTIONS 324.1100 TO 324.1148, EXCEPT 324.1142) 1ST OFFENSE",M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
36357,M,B,ENGAGE PERFUSION NO LIC,MISHLT,55,324153,ENGAGE IN OR OFFER TO ENGAGE IN PERFUSION WITHOUT A VALID CLINICAL PERFUSIONIST LICENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36359,M,B,ACT BERT PERT W/O CERT,MISHLT,55,324153,ACTING AS A CERTIFIED CLINICAL PERFUSIONIST WITHOUT A VALID CERTIFICATE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
59023,M,A,PRACTICE DIETITIAN W/O VALID LIC,MISHLT,55,324205,PRACTICE AS A DIETICIAN WITHOUT A VALID LICENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36361,M,A,VIOLATE MASSAGE LAW,MISHLT,55,324275,VIOLATION OF SECTIONS 324.240 - 324.275 (MASSAGE LAW),M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36241,M,A,VIOL INTERIOR DESIGN LAW,MISHLT,55,324439,VIOLATION OF INTERIOR DESIGNER LAW,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36959,M,B,VIOL ACUPUNCTURE LAW,MISHLT,55,324499,VIOLATION OF ACUPUNCTURE LAW,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36445,M,U,PERS DO TATTOO UND 18 SUBQ,MISHLT,55,324520,TATTOO/BRAND/BODY PIERCE ANOTHER WHILE PERSON PERFORMING SUCH IS UNDER THE AGE OF 18 - SUBSEQUENT OFFENSE WITHIN 1 YEAR,M,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36447,M,U,TATTOO/BRAND/PIERCE ANOTHER WHILE PERSON PERFORMING IS UNDER 18 - 1ST OFFENSE,MISHLT,55,324520,TATTOO/BRAND/BODY PIERCE ANOTHER WHILE PERSON PERFORMING SUCH IS UNDER THE AGE OF 18 - 1ST OFFENSE,M,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
36953,M,A,FRAUD MISREPRESENT SELF AS PARENT FOR TATTOO-SUB OFF,MISHLT,55,324520,FRAUDULENTLY MISREPRESENT ONE'S SELF AS A PARENT (REGARDING TATTOO) - SUBSEQUENT OFFENSE WITHIN ONE YEAR,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36955,M,B,FRAUD MISREP SELF AS PARNT FOR TATTOO,MISHLT,55,324520,FRAUDULENTLY MISREPRESENT ONE'S SELF AS A PARENT (REGARDING TATTOO),M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36957,M,A,KNOW TAT MNR W/O CON-SENT OF PARENT - SUBSEQUENT OFF,MISHLT,55,324520,KNOWINGLY TATTOO/BRAND/BODY PIERCE A MINOR WITHOUT WRITTEN CONSENT OF MINOR'S PARENT - SUBSEQUENT OFFENSE WITHIN 1 YEAR,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36958,M,B,TATTOO MINOR W/O PARENT CONSENT,MISHLT,55,324520,KNOWINGLY TATTOO/BRAND/BODY PIERCE A MINOR WITHOUT WRITTEN CONSENT OF MINOR'S PARENT - 1ST OFFENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36961,M,A,TATTOO PERS UNDER INFLUENCE OF LIQ OR DRUGS-SUB OFFNS,MISHLT,55,324520,TATTOO/BRAND/BODY PIERCE PERSON UNDER THE INFLUENCE OF INTOXICATING LIQUOR OR CONTROLLED SUBSTANCE - SUBSEQUENT OFFENSE WITHIN 1 YEAR,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36962,M,B,TATTOO PERS U/INFL LIQ/CONTRL SUBST - 1ST OFF,MISHLT,55,324520,TATTOO/BRAND/BODY PIERCE PERSON UNDER THE INFLUENCE OF INTOXICATING LIQUOR OR CONTROLLED SUBSTANCE - 1ST OFFENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36449,M,U,UNLAWFL PRACT TATTOO/PIERC/BRAND,MISHLT,55,324522,"UNLAWFUL PRACTICE OF TATTOOING, BODY PIERCING OR BRANDING",M,11,HEALTH AND SAFETY,TRUE,Health Violation,55,
54900,M,A,VIOL PROVISION SEC 324.600-324.635,FELPUB,73,324635,VIOLATE PROVISIONS OF SECTIONS 324.600 - 324.635 REGARDING LICENSURE OF PRIVATE FIRE INVESTIGATORS,M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54895,F,D,FALSIFY-FINGERPRINTS/PHOTOS/OTHER,FELPUB,73,324635,KNOWINGLY FALSIFY FINGERPRINTS/PHOTOGRAPHS/OTHER INFORMATION REQUESTED TO BE SUBMITTED BY SECTIONS 324.630 - 324.635,F,4,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54825,M,A,VIOL MODOT PROVISIONS RE: HOUSEMOVERS,MISPUB,73,324742,VIOLATE ANY PROVISION OF SECTIONS 324.700 - 324.745 - REGULATIONS OF MISSOURI DEPARTMENT OF TRANSPORTATION (REGARDING HOUSE MOVERS),M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54890,M,A,SUBPOENA-BD HEAL ARTS-FAIL OBEY,MISPUB,73,324957,FAIL TO OBEY SUBPOENA ISSUED BY BOARD OF HEALING ARTS/BE EXAMINED/ANSWER LEGAL PERTINENT QUESTION WITH REASONABLE CAUSE,M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54110,M,U,ACT AS PUB ADJ W/O LICENSE,MISPUB,73,325015,ACTING AS PUBLIC ADJUSTER/SOLICITOR WITHOUT A LICENSE,M,11,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54115,M,U,REP DAMGD PROP-PUBLIC ADJUSTER,MISPUB,73,325055,REPAIR/REPLACEMENT OF DAMAGED PROPERTY BY PUBLIC ADJUSTER/SOLICITOR,M,11,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54830,M,A,VIOL PROV RE CPA,MISPUB,73,326292,VIOLATE ANY PROVISION OF SUBSECTIONS 1-5 OF SECTIONS 326.292 REGARDING CERTIFIED PUBLIC ACCOUNTANTS,M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54831,M,A,PRAC W/O VLD LIC-ARCH/ENGNR/LAND,MISPUB,73,327076,PRACTICE ARCHITECTURE/ENGINEERING/LAND SURVEYING/LANDSCAPE ARCHITECTURE WITHOUT VALID LICENSE OR CERTIFICATE,M,7,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
19041,M,A,LAND SURV W/O LIC/CERT,MISFRD,26,327291,PRACTICE AS A PROFESSIONAL LAND SURVEYOR WITHOUT A VALID LICENSE OR CERTIFICATE,,7,FRAUD,TRUE,Fraud,26,
36121,M,C,PRACTICE AS BARBER WITHOUT LICENSE,MISHLT,55,328020,PRACTICING AS A BARBER WITHOUT A LICENSE,M,9,HEALTH AND SAFETY,TRUE,Health Violation,55,
19057,I,N,PRAC OCP EXP LIC/LIC COS,MISFRD,26,329060,PRACTICING AN OCCUPATION BEYOND THE EXPIRATION OF A TEMPORARY LICENSE WITHOUT BEING LICENSED IN COSMETOLOGY,IN,12,FRAUD,TRUE,Fraud,26,
19058,I,N,ENGAGE IN PRACTICE/BUSINESS W/O COSMETOLOGY LICENSE,MISFRD,26,329255,ENGAGE IN PRACTICE/BUSINESS OR OFFER TO ENGAGE/ENGAGING IN PERFORMANCE OF ANY ACTS WITHOUT A COSMETOLOGY LICENSE,IN,12,FRAUD,TRUE,Fraud,26,
59003,M,B,FLS INFO-OBTAIN LIC-PODIATRIC MED,MISHLT,55,330210,OBTAIN LICENSE TO PRACTICE PODIATRIC MEDICINE BY FALSE STATEMENTS/PRESENTING FRAUDULENT DIPLOMA/CERTIFICATE/LICENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
59004,M,A,PRAC PODIATRIC MED W/O LICNESE,MISHLT,55,330210,PRACTICE PODIATRIC MEDICINE WITHOUT A LICENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59020,M,A,PRACTICE DENTISTRY W/O VALID LIC,MISHLT,55,332111,PRACTICE DENTISTRY WITHOUT VALID LICENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59025,M,A,PRACTICE DENTL HYGIENIST W/O LIC,MISHLT,55,332111,PRACTICE AS A DENTAL HYGIENIST WITHOUT A VALID LICENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59022,M,A,PRAC DENT/HYGEN W/O LIC/TEETH WHT,MISHLT,55,332366,PRACTICE AS DENTIST/DENTAL HYGIENIST WITHOUT VALID LICENSE -PERFORM TEETH WHITENING SERVICES,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59018,M,A,VIOL PRENEED FUNERAL CNTRCT REQURMNTS,MISHLT,55,333320,VIOLATION OF PRENEED FUNERAL CONTRACT SELLER REQUIREMENTS,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36125,F,C,ILLEGAL PRACTICE/SURGERY,FELHLT,55,334010,UNAUTHORIZED PRACTICE OF MEDICINE OR SURGERY,F,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
36967,F,C,UNLAWFUL PRACT MIDWIFERY,FELHLT,55,334010,UNLAWFUL PRACTICE OF MIDWIFERY,,3,HEALTH AND SAFETY,TRUE,Health Violation,55,
61030,F,B,PRFRM/INDUCE ABORTN-NON LIC PHYS,FELABO,14,334245,PERFORM OR INDUCE ABORTION BY OTHER THAN LICENSED PHYSICIAN,F,2,HEALTH AND SAFETY - ABORTION,TRUE,Abortion,14,
18040,F,C,FILE/FORGE MEDICAL LIC/AFFIDAVIT,FELFOR,25,334250,FILING ANOTHER'S MEDICAL LICENSE AS OWN/FORGING AFFIDAVIT OF IDENTIFICATION,F,3,FORGERY,TRUE,Forgery,25,
36968,M,A,UNLAWFUL PRACT OF MIDWIFERY,MISHLT,55,334250,UNLAWFUL PRACTICE OF MIDWIFERY,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59005,M,A,VIOL PROVISION SEC 334.400-334.430 RE ANESTHESIOLOGIST,MISHLT,55,334414,VIOLATION OF SECTIONS 334.400 - 334.430 REGARDING ANESTHESIOLOGIST OR ANESTHESIOLOGIST ASSISTANT,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59010,I,,UNLAWFUL USE OF TITLE-LICENSED ANESTHESIOLOGIST ASSISTANT,INFHLT,55,334428,"UNLAWFULLY USE TITLE/DESCRIPTION OF ""LICENSED ANESTHESIOLOGIST ASSISTANT""",IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
59015,I,,UNLAWFULLY PERFORM ANESTHESIOLOGIST ASSISTANT SERVICES,INFHLT,55,334428,UNLAWFULLY PERFORM ANESTHESIOLOGIST ASSISTANT SERVICES,IN,12,HEALTH AND SAFETY,TRUE,Health Violation,55,
36970,M,B,PRACTICE/ADV WO LICENSES,MISHLT,55,334610,PRACTICING/ADVERTISING AS PHYSICAL THERAPIST WITHOUT LICENSE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36123,M,B,PRAC/ADVTS PHYS THRPST W/O LIC,MISHLT,55,334686,PRACTICING/ADVERTISING AS PHYSICAL THERAPIST ASSISTANT WITHOUT LICENSE OR USE SUCH LETTERS/ABBREVIATIONS/TITLE,M,8,HEALTH AND SAFETY,TRUE,Health Violation,55,
36345,M,A,"VIO ""RESP CARE PRACT ACT""",MISHLT,55,334800,"VIOLATINGS OF THE ""RESPIRATORY CARE PRACTICE ACT""",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59100,F,D,FRAUDLENT USE NURSING TITLE,FELHLT,55,335076,FRAUDULENT USE OF NURSING TITLE UNDER SECTION 335.076,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
59105,F,D,FRAUDLENT USE NURSING CREDENTIALS,FELHLT,55,335086,FRAUDULENT USE OF NURSING CREDENTIALS UNDER SECTION 335.086,F,4,HEALTH AND SAFETY,TRUE,Health Violation,55,
36971,M,A,FRAUD NURSING CREDENTIAL,MISHLT,55,335086,FRAUDULENTLY OBTAIN/FURNISH A NURSING LICENSE - UNLAWFUL PRACTICE OF NURSING,,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
36028,M,A,PRACTICE OPTOMETRY W/O REGISTRATION,MISHLT,55,336020,"UNLAWFUL TO PRACTICE, ATTEMPT TO PRACTICE OPTOMETRY WITHOUT A CERTIFICATE OF REGISTRATION",M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
59016,M,A,PRACT PSYCHOLOGY W/O LICENSE,MISHLT,55,337015,PRACTICE PSYCHOLOGY OR REPRESENT ONESELF AS PSYCHOLOGIST WITHOUT A LICENSE,M,7,HEALTH AND SAFETY,TRUE,Health Violation,55,
54840,M,B,VIOL PROV OF SEC RE SOCIAL WORK,MISPUB,73,337633,VIOLATE ANY PROVISION OF SECTIONS 337.600 TO 337.689 REGARDING SOCIAL WORK,M,8,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
54835,M,B,VIOL PROV RE SOCIAL WORK,MISPUB,73,337683,VIOLATE ANY PROVISION OF SECTION 337650-337689 REGARDING SOCIAL WORK,,8,PUBLIC ORDER CRIMES,TRUE,Assorted Other,73,
